UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Difference temperature [K],Power
6119,M,300.9,311.1,1325,61.4,88,0,No Failure,10.200000000000045,81355.0
6120,L,300.9,311.1,1471,39.3,91,0,No Failure,10.200000000000045,57810.299999999996
6121,M,300.9,311.2,1472,40.0,93,0,No Failure,10.300000000000011,58880.0
6122,L,300.9,311.1,1457,37.4,96,0,No Failure,10.200000000000045,54491.799999999996
6123,L,301.0,311.0,1402,55.3,98,0,No Failure,10.0,77530.59999999999
6124,L,300.9,310.9,1477,41.5,100,0,No Failure,10.0,61295.5
6125,M,300.9,310.9,1727,30.1,102,0,No Failure,10.0,51982.700000000004
6126,L,300.9,310.9,1995,20.2,105,0,No Failure,10.0,40299.0
6127,L,300.9,310.9,1370,52.5,107,0,No Failure,10.0,71925.0
6128,L,300.9,310.9,1228,66.4,109,0,No Failure,10.0,81539.20000000001
6129,L,300.9,311.0,1499,38.0,111,0,No Failure,10.100000000000023,56962.0
6130,M,301.0,311.0,1508,46.9,113,0,No Failure,10.0,70725.2
6131,L,301.0,310.9,1473,44.2,116,0,No Failure,9.899999999999977,65106.600000000006
6132,H,301.0,311.0,1640,37.6,118,0,No Failure,10.0,61664.0
6133,L,301.1,311.1,1429,42.5,123,0,No Failure,10.0,60732.5
6134,L,301.1,311.1,1470,40.9,125,0,No Failure,10.0,60123.0
6135,L,301.0,311.0,1581,37.0,127,0,No Failure,10.0,58497.0
6136,L,301.0,310.9,1740,28.9,129,0,No Failure,9.899999999999977,50286.0
6137,H,300.9,310.8,1390,40.6,131,0,No Failure,9.900000000000034,56434.0
6138,M,300.9,310.8,1988,19.7,136,0,No Failure,9.900000000000034,39163.6
6139,M,300.8,310.7,1452,43.0,139,0,No Failure,9.899999999999977,62436.0
6140,L,300.8,310.7,1586,33.4,142,0,No Failure,9.899999999999977,52972.399999999994
6141,L,300.8,310.7,1589,34.3,144,0,No Failure,9.899999999999977,54502.7
6142,L,300.8,310.8,1486,45.7,146,0,No Failure,10.0,67910.2
6143,L,300.9,310.9,1755,27.9,148,0,No Failure,10.0,48964.5
6144,M,301.0,310.9,1575,34.6,150,0,No Failure,9.899999999999977,54495.0
6145,M,301.1,311.1,1615,37.7,153,0,No Failure,10.0,60885.50000000001
6146,M,301.1,311.1,1436,41.8,156,0,No Failure,10.0,60024.799999999996
6147,M,301.1,311.1,1470,40.6,159,0,No Failure,10.0,59682.0
6148,M,301.1,311.1,2089,19.8,162,0,No Failure,10.0,41362.200000000004
6149,L,301.1,311.2,1564,37.0,165,0,No Failure,10.099999999999966,57868.0
6150,M,301.0,311.1,1420,47.4,167,0,No Failure,10.100000000000023,67308.0
6151,L,301.1,311.1,1711,29.1,170,0,No Failure,10.0,49790.100000000006
6152,L,301.1,311.2,1555,35.3,172,0,No Failure,10.099999999999966,54891.49999999999
6153,M,301.1,311.1,1592,35.7,174,0,No Failure,10.0,56834.4
6154,L,301.0,311.1,1236,64.4,177,1,Overstrain Failure,10.100000000000023,79598.40000000001
6155,M,301.0,310.9,1765,24.2,179,0,No Failure,9.899999999999977,42713.0
6156,L,301.0,311.0,1634,31.2,182,0,No Failure,10.0,50980.799999999996
6157,L,301.1,311.1,1508,41.5,184,0,No Failure,10.0,62582.0
6158,L,301.1,311.2,1774,29.6,186,0,No Failure,10.099999999999966,52510.4
6159,L,301.1,311.0,1677,29.1,188,0,No Failure,9.899999999999977,48800.700000000004
6160,L,301.0,311.0,1399,58.0,190,1,Overstrain Failure,10.0,81142.0
6161,L,301.0,310.9,1570,34.0,192,0,No Failure,9.899999999999977,53380.0
6162,L,301.0,310.9,1479,44.3,194,0,No Failure,9.899999999999977,65519.7
6163,L,301.0,310.8,1558,34.9,196,0,No Failure,9.800000000000011,54374.2
6164,L,300.8,310.7,1358,48.1,198,0,No Failure,9.899999999999977,65319.8
6165,H,300.9,310.7,1656,30.7,200,0,No Failure,9.800000000000011,50839.2
6166,L,300.9,310.7,1523,35.8,205,0,No Failure,9.800000000000011,54523.399999999994
6167,H,300.9,310.7,1403,40.6,207,0,No Failure,9.800000000000011,56961.8
6168,M,300.9,310.7,1362,51.6,212,0,No Failure,9.800000000000011,70279.2
6169,M,300.7,310.6,1778,27.1,215,0,No Failure,9.900000000000034,48183.8
6170,L,300.7,310.5,1448,38.2,218,0,No Failure,9.800000000000011,55313.600000000006
6171,H,300.8,310.5,1559,40.1,220,0,No Failure,9.699999999999989,62515.9
6172,L,300.8,310.6,1416,42.2,225,0,No Failure,9.800000000000011,59755.200000000004
6173,L,300.8,310.6,1577,37.9,227,1,Tool Wear Failure,9.800000000000011,59768.299999999996
6174,L,300.8,310.7,1633,27.8,0,0,No Failure,9.899999999999977,45397.4
6175,L,300.9,310.7,1573,31.2,2,0,No Failure,9.800000000000011,49077.6
6176,L,300.9,310.8,1517,44.3,4,0,No Failure,9.900000000000034,67203.09999999999
6177,L,301.0,310.9,1515,37.3,6,0,No Failure,9.899999999999977,56509.49999999999
6178,L,301.0,310.8,1527,45.3,8,0,No Failure,9.800000000000011,69173.09999999999
6179,L,301.1,310.9,1282,67.9,10,1,Power Failure,9.799999999999955,87047.8
6180,M,301.1,310.9,1396,45.1,12,0,No Failure,9.799999999999955,62959.6
6181,L,301.0,310.9,1492,44.6,15,0,No Failure,9.899999999999977,66543.2
6182,L,301.0,310.8,1975,19.7,17,0,No Failure,9.800000000000011,38907.5
6183,L,301.0,310.8,1475,35.3,19,0,No Failure,9.800000000000011,52067.49999999999
6184,H,301.0,310.9,1495,37.3,21,0,No Failure,9.899999999999977,55763.49999999999
6185,L,301.0,311.0,1553,35.8,26,0,No Failure,10.0,55597.399999999994
6186,L,301.1,311.0,1918,21.7,28,0,No Failure,9.899999999999977,41620.6
6187,M,301.1,311.0,1413,46.6,30,0,No Failure,9.899999999999977,65845.8
6188,L,301.0,311.0,1437,56.0,33,0,No Failure,10.0,80472.0
6189,L,301.0,310.9,1450,45.9,35,0,No Failure,9.899999999999977,66555.0
6190,M,301.0,310.9,1910,21.9,37,0,No Failure,9.899999999999977,41829.0
6191,L,300.9,310.9,1749,26.4,40,0,No Failure,10.0,46173.6
6192,H,301.0,310.9,1916,22.0,42,0,No Failure,9.899999999999977,42152.0
6193,L,301.0,310.9,1428,45.3,47,0,No Failure,9.899999999999977,64688.399999999994
6194,L,301.0,310.9,1578,38.4,49,0,No Failure,9.899999999999977,60595.2
6195,L,300.9,310.8,1571,39.9,51,0,No Failure,9.900000000000034,62682.899999999994
6196,L,300.9,310.8,1729,30.2,53,0,No Failure,9.900000000000034,52215.799999999996
6197,L,300.9,310.8,1701,30.4,55,0,No Failure,9.900000000000034,51710.399999999994
6198,L,300.9,310.8,1493,45.8,57,0,No Failure,9.900000000000034,68379.4
6199,M,301.0,310.9,1554,32.7,59,0,No Failure,9.899999999999977,50815.8
6200,L,300.9,310.9,1497,43.2,62,0,No Failure,10.0,64670.4
6201,L,301.0,310.9,1679,29.8,64,0,No Failure,9.899999999999977,50034.200000000004
6202,M,301.0,310.9,1510,44.5,66,0,No Failure,9.899999999999977,67195.0
6203,L,301.0,310.9,1296,54.9,69,0,No Failure,9.899999999999977,71150.4
6204,L,301.0,310.9,1404,41.8,71,0,No Failure,9.899999999999977,58687.2
6205,M,300.9,310.8,1519,34.9,73,0,No Failure,9.900000000000034,53013.1
6206,M,300.9,310.7,1696,27.3,76,0,No Failure,9.800000000000011,46300.8
6207,M,300.8,310.6,1669,28.4,79,0,No Failure,9.800000000000011,47399.6
6208,L,300.7,310.6,1447,40.7,82,0,No Failure,9.900000000000034,58892.9
6209,M,300.7,310.6,1418,46.3,84,0,No Failure,9.900000000000034,65653.4
6210,L,300.7,310.6,1407,40.5,87,0,No Failure,9.900000000000034,56983.5
6211,L,300.8,310.5,1434,44.5,89,0,No Failure,9.699999999999989,63813.0
6212,L,300.8,310.6,1360,48.8,91,0,No Failure,9.800000000000011,66368.0
6213,L,300.8,310.6,1402,53.7,93,0,No Failure,9.800000000000011,75287.40000000001
6214,L,300.9,310.6,1552,34.9,95,0,No Failure,9.700000000000045,54164.799999999996
6215,L,300.9,310.7,1392,44.2,97,0,No Failure,9.800000000000011,61526.4
6216,L,301.1,310.8,1521,41.0,99,0,No Failure,9.699999999999989,62361.0
6217,L,301.1,310.8,1724,27.5,101,0,No Failure,9.699999999999989,47410.0
6218,M,301.0,310.7,1455,46.1,103,0,No Failure,9.699999999999989,67075.5
6219,H,301.0,310.6,1366,50.6,106,0,No Failure,9.600000000000023,69119.6
6220,H,301.1,310.6,1407,43.9,111,0,No Failure,9.5,61767.299999999996
6221,L,301.1,310.8,1470,49.3,116,0,No Failure,9.699999999999989,72471.0
6222,M,301.2,310.9,1359,50.8,118,0,No Failure,9.699999999999989,69037.2
6223,H,301.1,310.8,1792,25.8,121,0,No Failure,9.699999999999989,46233.6
6224,M,301.1,310.9,1552,37.9,126,0,No Failure,9.799999999999955,58820.799999999996
6225,L,301.2,311.0,1612,32.9,129,0,No Failure,9.800000000000011,53034.799999999996
6226,M,301.2,311.0,1424,41.4,131,0,No Failure,9.800000000000011,58953.6
6227,H,301.3,311.0,1341,59.3,134,0,No Failure,9.699999999999989,79521.3
6228,L,301.2,310.8,1479,38.2,139,0,No Failure,9.600000000000023,56497.8
6229,L,301.2,310.9,1413,50.1,141,0,No Failure,9.699999999999989,70791.3
6230,L,301.3,310.9,2165,17.4,143,0,No Failure,9.599999999999966,37671.0
6231,M,301.3,311.0,1641,33.0,145,0,No Failure,9.699999999999989,54153.0
6232,M,301.3,311.0,1495,40.8,148,0,No Failure,9.699999999999989,60995.99999999999
6233,L,301.3,311.0,1576,30.4,151,0,No Failure,9.699999999999989,47910.399999999994
6234,L,301.2,310.9,1467,37.1,153,0,No Failure,9.699999999999989,54425.700000000004
6235,L,301.2,310.8,1479,41.2,155,0,No Failure,9.600000000000023,60934.8
6236,L,301.3,310.9,1596,33.9,157,0,No Failure,9.599999999999966,54104.399999999994
6237,M,301.3,310.9,1512,36.9,159,0,No Failure,9.599999999999966,55792.799999999996
6238,L,301.4,310.9,1414,38.8,162,0,No Failure,9.5,54863.2
6239,L,301.3,310.8,1390,57.4,164,0,No Failure,9.5,79786.0
6240,L,301.2,310.7,1644,31.6,166,0,No Failure,9.5,51950.4
6241,M,301.2,310.7,1394,42.8,168,0,No Failure,9.5,59663.2
6242,L,301.1,310.5,1324,52.4,171,0,No Failure,9.399999999999977,69377.59999999999
6243,L,301.0,310.4,1476,43.6,173,0,No Failure,9.399999999999977,64353.6
6244,L,301.0,310.4,2204,16.6,175,0,No Failure,9.399999999999977,36586.4
6245,M,301.0,310.4,1665,30.9,177,0,No Failure,9.399999999999977,51448.5
6246,L,300.9,310.4,1445,41.7,180,0,No Failure,9.5,60256.50000000001
6247,H,300.8,310.3,1457,46.8,182,0,No Failure,9.5,68187.59999999999
6248,L,300.8,310.2,1492,46.3,187,0,No Failure,9.399999999999977,69079.59999999999
6249,L,300.8,310.1,1405,61.2,189,1,Power Failure,9.300000000000011,85986.0
6250,L,300.7,310.1,1542,35.5,191,0,No Failure,9.400000000000034,54741.0
6251,L,300.8,310.2,1520,37.7,193,0,No Failure,9.399999999999977,57304.00000000001
6252,M,300.8,310.2,1598,36.5,195,0,No Failure,9.399999999999977,58327.0
6253,L,300.8,310.3,1538,36.1,198,0,No Failure,9.5,55521.8
6254,L,300.9,310.4,1615,30.9,200,0,No Failure,9.5,49903.5
6255,L,301.0,310.5,1408,47.0,202,0,No Failure,9.5,66176.0
6256,L,301.0,310.5,1379,57.3,204,1,Overstrain Failure,9.5,79016.7
6257,L,301.0,310.6,1493,37.8,206,1,Tool Wear Failure,9.600000000000023,56435.399999999994
6258,L,301.1,310.7,1376,49.1,0,0,No Failure,9.599999999999966,67561.6
6259,M,301.1,310.7,1583,40.7,2,0,No Failure,9.599999999999966,64428.100000000006
6260,M,301.2,310.8,1396,47.4,5,0,No Failure,9.600000000000023,66170.4
6261,L,301.1,310.7,1436,45.3,8,0,No Failure,9.599999999999966,65050.799999999996
6262,L,301.1,310.6,1417,47.6,10,0,No Failure,9.5,67449.2
6263,L,301.0,310.6,1641,33.4,12,0,No Failure,9.600000000000023,54809.399999999994
6264,M,301.0,310.6,1698,27.3,14,0,No Failure,9.600000000000023,46355.4
6265,L,300.9,310.4,1541,39.1,17,0,No Failure,9.5,60253.100000000006
6266,L,300.8,310.3,1383,46.6,19,0,No Failure,9.5,64447.8
6267,L,300.8,310.4,1368,46.8,21,0,No Failure,9.599999999999966,64022.399999999994
6268,L,300.8,310.4,1570,35.2,23,0,No Failure,9.599999999999966,55264.00000000001
6269,L,300.9,310.5,1616,33.5,25,0,No Failure,9.600000000000023,54136.0
6270,M,300.9,310.5,1444,43.2,27,0,No Failure,9.600000000000023,62380.8
6271,L,300.9,310.4,2021,18.8,30,0,No Failure,9.5,37994.8
6272,M,300.9,310.5,1702,29.3,32,0,No Failure,9.600000000000023,49868.6
6273,M,301.1,310.6,1429,52.7,35,0,No Failure,9.5,75308.3
6274,L,301.2,310.8,1711,28.9,38,0,No Failure,9.600000000000023,49447.899999999994
6275,M,301.2,310.7,1543,32.9,40,0,No Failure,9.5,50764.7
6276,L,301.3,310.8,1628,32.2,43,0,No Failure,9.5,52421.600000000006
6277,L,301.2,310.8,1233,64.6,45,0,No Failure,9.600000000000023,79651.79999999999
6278,L,301.2,310.8,1461,40.6,47,0,No Failure,9.600000000000023,59316.6
6279,L,301.2,310.7,1568,38.3,49,0,No Failure,9.5,60054.399999999994
6280,L,301.3,310.8,1432,54.4,51,0,No Failure,9.5,77900.8
6281,M,301.2,310.7,1527,41.1,53,0,No Failure,9.5,62759.700000000004
6282,M,301.3,310.8,1455,41.2,56,0,No Failure,9.5,59946.00000000001
6283,M,301.3,310.8,1418,45.4,59,0,No Failure,9.5,64377.2
6284,L,301.3,310.8,1719,29.5,62,0,No Failure,9.5,50710.5
6285,M,301.2,310.8,1734,31.3,64,0,No Failure,9.600000000000023,54274.200000000004
6286,M,301.2,310.7,1426,46.1,67,0,No Failure,9.5,65738.6
6287,L,301.1,310.6,1611,35.2,70,0,No Failure,9.5,56707.200000000004
6288,M,301.1,310.6,1479,41.1,72,0,No Failure,9.5,60786.9
6289,L,301.0,310.5,1317,50.9,75,0,No Failure,9.5,67035.3
6290,L,301.0,310.5,1248,61.4,77,0,No Failure,9.5,76627.2
6291,L,301.0,310.5,1932,21.7,79,0,No Failure,9.5,41924.4
6292,M,301.1,310.5,1547,35.8,81,0,No Failure,9.399999999999977,55382.6
6293,L,301.0,310.4,1614,31.6,84,0,No Failure,9.399999999999977,51002.4
6294,H,301.0,310.4,1512,44.9,86,0,No Failure,9.399999999999977,67888.8
6295,L,301.1,310.5,1529,38.7,91,0,No Failure,9.399999999999977,59172.3
6296,H,301.1,310.6,1782,24.9,93,0,No Failure,9.5,44371.799999999996
6297,L,301.0,310.5,1429,39.4,98,0,No Failure,9.5,56302.6
6298,M,301.1,310.5,1309,60.7,100,0,No Failure,9.399999999999977,79456.3
6299,L,301.1,310.5,1428,44.1,103,0,No Failure,9.399999999999977,62974.8
6300,L,301.2,310.6,1385,49.2,105,0,No Failure,9.400000000000034,68142.0
6301,L,301.2,310.7,1517,39.4,107,0,No Failure,9.5,59769.799999999996
6302,M,301.2,310.6,1576,39.6,109,0,No Failure,9.400000000000034,62409.600000000006
6303,L,301.2,310.6,1437,51.2,112,0,No Failure,9.400000000000034,73574.40000000001
6304,H,301.2,310.6,1457,50.5,114,0,No Failure,9.400000000000034,73578.5
6305,L,301.1,310.5,1532,37.5,119,0,No Failure,9.399999999999977,57450.0
6306,M,301.1,310.5,1603,32.6,121,0,No Failure,9.399999999999977,52257.8
6307,L,301.0,310.4,1563,34.4,124,0,No Failure,9.399999999999977,53767.2
6308,L,301.0,310.3,1617,34.5,126,0,No Failure,9.300000000000011,55786.5
6309,M,300.8,310.1,1686,26.9,128,0,No Failure,9.300000000000011,45353.399999999994
6310,L,300.9,310.2,1382,50.4,131,0,No Failure,9.300000000000011,69652.8
6311,L,300.9,310.1,2090,17.8,133,0,No Failure,9.200000000000045,37202.0
6312,L,300.9,310.3,1446,44.5,135,0,No Failure,9.400000000000034,64347.0
6313,M,300.9,310.2,1533,38.1,137,0,No Failure,9.300000000000011,58407.3
6314,L,300.9,310.3,1440,47.6,140,0,No Failure,9.400000000000034,68544.0
6315,M,301.0,310.4,1793,25.0,142,0,No Failure,9.399999999999977,44825.0
6316,M,301.0,310.4,1517,46.1,145,0,No Failure,9.399999999999977,69933.7
6317,L,300.9,310.4,1544,36.0,148,0,No Failure,9.5,55584.0
6318,L,300.9,310.3,1321,48.8,150,0,No Failure,9.400000000000034,64464.799999999996
6319,M,300.9,310.3,1416,50.9,152,0,No Failure,9.400000000000034,72074.4
6320,L,300.8,310.2,1514,40.0,155,0,No Failure,9.399999999999977,60560.0
6321,M,300.8,310.2,1304,52.5,157,0,No Failure,9.399999999999977,68460.0
6322,L,300.7,310.2,1286,64.9,160,0,No Failure,9.5,83461.40000000001
6323,M,300.7,310.1,1483,40.2,162,0,No Failure,9.400000000000034,59616.600000000006
6324,L,300.7,310.1,1351,46.9,165,0,No Failure,9.400000000000034,63361.9
6325,M,300.7,310.1,1367,52.6,167,0,No Failure,9.400000000000034,71904.2
6326,L,300.7,310.1,1721,32.3,170,0,No Failure,9.400000000000034,55588.299999999996
6327,L,300.6,310.0,1455,40.4,172,0,No Failure,9.399999999999977,58782.0
6328,L,300.6,310.0,1425,49.5,174,0,No Failure,9.399999999999977,70537.5
6329,L,300.7,310.0,1672,29.7,176,0,No Failure,9.300000000000011,49658.4
6330,M,300.7,310.0,1641,34.6,178,0,No Failure,9.300000000000011,56778.600000000006
6331,M,300.5,310.0,1580,37.0,181,0,No Failure,9.5,58460.0
6332,H,300.5,310.0,1495,47.4,184,0,No Failure,9.5,70863.0
6333,M,300.5,309.9,1994,19.8,189,0,No Failure,9.399999999999977,39481.200000000004
6334,M,300.4,309.9,1415,31.8,192,0,No Failure,9.5,44997.0
6335,M,300.4,309.8,1725,30.4,195,0,No Failure,9.400000000000034,52440.0
6336,M,300.4,309.8,1430,43.4,198,0,No Failure,9.400000000000034,62062.0
6337,L,300.4,309.8,1395,48.1,201,0,No Failure,9.400000000000034,67099.5
6338,M,300.4,309.8,1435,43.6,203,0,No Failure,9.400000000000034,62566.0
6339,L,300.4,309.9,1681,28.6,206,0,No Failure,9.5,48076.600000000006
6340,L,300.5,310.0,1451,48.6,208,0,No Failure,9.5,70518.6
6341,H,300.5,309.9,1397,45.9,210,1,Tool Wear Failure,9.399999999999977,64122.299999999996
6342,M,300.4,309.8,1421,47.2,0,0,No Failure,9.400000000000034,67071.2
6343,M,300.3,309.8,1444,42.0,3,0,No Failure,9.5,60648.0
6344,L,300.2,309.8,1827,23.0,6,0,No Failure,9.600000000000023,42021.0
6345,H,300.2,309.8,1374,47.7,8,0,No Failure,9.600000000000023,65539.8
6346,L,300.2,309.8,1650,29.6,13,0,No Failure,9.600000000000023,48840.0
6347,L,300.2,309.7,1275,60.7,15,0,No Failure,9.5,77392.5
6348,L,300.2,309.7,1421,44.6,17,0,No Failure,9.5,63376.6
6349,L,300.2,309.8,1557,33.8,19,0,No Failure,9.600000000000023,52626.6
6350,L,300.1,309.8,1506,35.2,21,0,No Failure,9.699999999999989,53011.200000000004
6351,L,300.1,309.7,1362,49.1,23,0,No Failure,9.599999999999966,66874.2
6352,L,300.0,309.7,1542,47.1,25,0,No Failure,9.699999999999989,72628.2
6353,L,300.0,309.6,1496,38.8,27,0,No Failure,9.600000000000023,58044.799999999996
6354,M,300.0,309.6,1491,42.0,29,0,No Failure,9.600000000000023,62622.0
6355,L,300.1,309.6,1565,34.8,32,0,No Failure,9.5,54461.99999999999
6356,L,300.1,309.7,1481,37.9,34,0,No Failure,9.599999999999966,56129.9
6357,M,300.1,309.7,1420,48.4,36,0,No Failure,9.599999999999966,68728.0
6358,L,300.2,309.8,1398,54.8,39,0,No Failure,9.600000000000023,76610.4
6359,M,300.2,309.8,1466,45.7,41,0,No Failure,9.600000000000023,66996.2
6360,L,300.1,309.8,1430,56.7,44,0,No Failure,9.699999999999989,81081.0
6361,L,300.1,309.7,1441,40.1,46,0,No Failure,9.599999999999966,57784.1
6362,M,300.1,309.7,1348,57.3,48,0,No Failure,9.599999999999966,77240.4
6363,L,300.0,309.6,1738,28.7,51,0,No Failure,9.600000000000023,49880.6
6364,M,300.0,309.6,1618,36.2,53,0,No Failure,9.600000000000023,58571.600000000006
6365,M,299.9,309.6,1489,41.7,56,0,No Failure,9.700000000000045,62091.3
6366,M,299.9,309.5,1412,57.9,59,0,No Failure,9.600000000000023,81754.8
6367,M,299.9,309.5,2065,18.1,62,0,No Failure,9.600000000000023,37376.5
6368,L,300.0,309.6,1571,33.1,65,0,No Failure,9.600000000000023,52000.100000000006
6369,M,300.0,309.6,1423,48.7,67,0,No Failure,9.600000000000023,69300.1
6370,H,300.0,309.5,1781,24.9,70,0,No Failure,9.5,44346.899999999994
6371,L,300.1,309.6,1321,46.9,75,0,No Failure,9.5,61954.9
6372,L,300.1,309.6,1546,36.7,77,0,No Failure,9.5,56738.200000000004
6373,M,300.0,309.5,1879,22.4,79,0,No Failure,9.5,42089.6
6374,H,300.0,309.5,1735,28.9,82,0,No Failure,9.5,50141.5
6375,L,300.0,309.5,1506,38.8,87,0,No Failure,9.5,58432.799999999996
6376,H,300.0,309.6,1629,32.3,89,0,No Failure,9.600000000000023,52616.7
6377,L,300.0,309.6,1694,28.7,94,0,No Failure,9.600000000000023,48617.799999999996
6378,L,300.1,309.6,1541,37.0,96,0,No Failure,9.5,57017.0
6379,L,300.0,309.6,1514,44.6,98,0,No Failure,9.600000000000023,67524.40000000001
6380,L,300.1,309.7,1485,45.9,100,0,No Failure,9.599999999999966,68161.5
6381,L,300.2,309.8,1430,55.0,102,0,No Failure,9.600000000000023,78650.0
6382,L,300.2,309.7,1771,27.1,104,0,No Failure,9.5,47994.100000000006
6383,L,300.2,309.8,1481,41.9,106,0,No Failure,9.600000000000023,62053.9
6384,H,300.2,309.7,1483,43.8,108,0,No Failure,9.5,64955.399999999994
6385,H,300.1,309.6,1463,45.1,113,0,No Failure,9.5,65981.3
6386,L,300.1,309.7,1410,48.3,118,0,No Failure,9.599999999999966,68103.0
6387,L,300.2,309.7,1656,34.3,120,0,No Failure,9.5,56800.799999999996
6388,M,300.2,309.8,1487,39.2,122,0,No Failure,9.600000000000023,58290.4
6389,H,300.3,309.9,1509,46.6,125,0,No Failure,9.599999999999966,70319.40000000001
6390,H,300.3,309.9,1677,30.1,130,0,No Failure,9.599999999999966,50477.700000000004
6391,L,300.3,309.8,1450,55.0,135,0,No Failure,9.5,79750.0
6392,M,300.2,309.7,1413,43.0,137,0,No Failure,9.5,60759.0
6393,L,300.1,309.7,1680,33.8,140,0,No Failure,9.599999999999966,56783.99999999999
6394,L,300.2,309.7,1678,30.5,142,0,No Failure,9.5,51179.0
6395,M,300.2,309.7,1408,44.0,144,0,No Failure,9.5,61952.0
6396,M,300.1,309.6,1376,52.1,147,0,No Failure,9.5,71689.6
6397,L,300.0,309.6,1526,46.4,150,0,No Failure,9.600000000000023,70806.4
6398,M,300.0,309.6,1587,32.6,152,0,No Failure,9.600000000000023,51736.200000000004
6399,L,300.1,309.7,1351,58.2,155,0,No Failure,9.599999999999966,78628.2
6400,M,300.1,309.6,1501,38.0,157,0,No Failure,9.5,57038.0
6401,L,300.1,309.7,1601,35.8,160,0,No Failure,9.599999999999966,57315.799999999996
6402,M,300.0,309.6,1573,39.7,162,0,No Failure,9.600000000000023,62448.100000000006
6403,M,300.1,309.6,1584,36.7,165,0,No Failure,9.5,58132.8
6404,L,300.1,309.6,1649,33.6,168,0,No Failure,9.5,55406.4
6405,M,300.2,309.7,1183,61.4,170,0,No Failure,9.5,72636.2
6406,L,300.1,309.7,2151,17.5,173,0,No Failure,9.599999999999966,37642.5
6407,L,300.2,309.8,1526,45.6,175,0,No Failure,9.600000000000023,69585.6
6408,M,300.3,309.9,1611,29.0,177,0,No Failure,9.599999999999966,46719.0
6409,L,300.3,309.9,1601,31.7,180,0,No Failure,9.599999999999966,50751.7
6410,L,300.3,310.0,1560,40.8,182,0,No Failure,9.699999999999989,63647.99999999999
6411,L,300.4,310.1,1544,41.9,184,0,No Failure,9.700000000000045,64693.6
6412,M,300.4,310.0,1560,42.3,186,0,No Failure,9.600000000000023,65988.0
6413,L,300.4,310.0,1423,44.2,189,0,No Failure,9.600000000000023,62896.600000000006
6414,L,300.4,310.1,1614,33.5,191,0,No Failure,9.700000000000045,54069.0
6415,M,300.4,310.1,1457,35.1,193,0,No Failure,9.700000000000045,51140.700000000004
